NAME_CHN,adcode,level,x,y
西昌市,513401,district,102.258,27.885
伊春区,230702,district,128.907,47.728
历城区,370112,district,117.063,36.681
嘉荫县,230722,district,130.397,48.891
章丘区,370114,district,117.54,36.712
长清区,370113,district,116.745,36.561
莱芜区,370116,district,117.678,36.213
汤旺河区,230712,district,129.572,48.453
钢城区,370117,district,117.82,36.058
乌马河区,230711,district,128.802,47.726
槐荫区,370104,district,116.947,36.668
乌伊岭区,230714,district,129.437,48.591
市中区,370103,district,116.998,36.657
带岭区,230713,district,129.021,47.027
上甘岭区,230716,district,129.025,47.974
天桥区,370105,district,116.996,36.693
红星区,230715,district,129.388,48.238
伊州区,650502,district,93.509,42.833
高平市,140581,district,112.93,35.791
法库县,210124,district,123.416,42.507
康平县,210123,district,123.352,42.741
大丰区,320904,district,120.47,33.199
盐都区,320903,district,120.139,33.341
萨尔图区,230602,district,125.114,46.596
让胡路区,230604,district,124.868,46.653
龙凤区,230603,district,125.145,46.573
大同区,230606,district,124.818,46.034
红岗区,230605,district,124.889,46.403
杜尔伯特蒙古族自治县,230624,district,124.446,46.865
林甸县,230623,district,124.877,47.186
滨海县,320922,district,119.828,33.989
响水县,320921,district,119.579,34.199
射阳县,320924,district,120.257,33.773
阜宁县,320923,district,119.805,33.785
建湖县,320925,district,119.793,33.472
魏都区,411002,district,113.828,34.027
肇源县,230622,district,125.081,45.518
汪清县,222424,district,129.766,43.315
肇州县,230621,district,125.273,45.708
安图县,222426,district,128.901,43.11
萧县,341322,district,116.945,34.183
建安区,411003,district,113.842,34.005
砀山县,341321,district,116.351,34.426
泗县,341324,district,117.885,33.477
朔城区,140602,district,112.428,39.324
灵璧县,341323,district,117.551,33.54
平鲁区,140603,district,112.295,39.515
河东区,120102,district,117.226,39.122
和平区,120101,district,117.195,39.118
南沙群岛,460322,district,116.749,11.471
西沙群岛,460321,district,111.792,16.204
中沙群岛的岛礁及其海域,460323,district,117.74,15.112
新民市,210181,district,122.828,41.996
城区,140502,district,112.853,35.496
津南区,120112,district,117.382,38.989
西青区,120111,district,117.012,39.139
武清区,120114,district,117.057,39.376
北辰区,120113,district,117.134,39.225
滨海新区,120116,district,117.654,39.032
宝坻区,120115,district,117.308,39.716
静海区,120118,district,116.925,38.935
宁河区,120117,district,117.828,39.328
乐都区,630202,district,102.402,36.48
南开区,120104,district,117.164,39.12
河西区,120103,district,117.217,39.101
台安县,210321,district,122.429,41.386
红桥区,120106,district,117.163,39.175
平安区,630203,district,102.104,36.502
河北区,120105,district,117.201,39.156
岫岩满族自治县,210323,district,123.288,40.281
东丽区,120110,district,117.313,39.087
千山区,210311,district,122.949,41.068
前进区,230804,district,130.377,46.812
城东区,630102,district,101.803,36.599
向阳区,230803,district,130.361,46.809
东风区,230805,district,130.403,46.822
蓟州区,120119,district,117.407,40.045
阳城县,140522,district,112.422,35.482
沁水县,140521,district,112.187,35.689
陵川县,140524,district,113.278,35.775
湖滨区,411202,district,111.194,34.778
崂山区,370212,district,120.467,36.102
桦南县,230822,district,130.57,46.24
城西区,630104,district,101.763,36.628
黄岛区,370211,district,119.995,35.875
城中区,630103,district,101.784,36.621
城阳区,370214,district,120.389,36.306
霍邱县,341522,district,116.278,32.341
泽州县,140525,district,112.899,35.617
陕州区,411203,district,111.103,34.72
李沧区,370213,district,120.421,36.16
城北区,630105,district,101.761,36.648
金寨县,341524,district,115.878,31.681
舒城县,341523,district,116.944,31.462
市南区,370202,district,120.395,36.07
郊区,230811,district,130.351,46.807
霍山县,341525,district,116.333,31.402
市北区,370203,district,120.355,36.083
湟中县,630122,district,101.569,36.5
大通回族土族自治县,630121,district,101.684,36.931
桦川县,230826,district,130.723,47.023
即墨区,370215,district,120.447,36.39
湟源县,630123,district,101.263,36.684
汤原县,230828,district,129.904,46.73
长葛市,411082,district,113.768,34.219
禹州市,411081,district,113.471,34.154
召陵区,411104,district,114.051,33.567
亭湖区,320902,district,120.136,33.383
郾城区,411103,district,114.016,33.588
源汇区,411102,district,114.017,33.565
临颍县,411122,district,113.938,33.806
舞阳县,411121,district,113.61,33.436
榆次区,140702,district,112.74,37.697
左权县,140722,district,113.379,37.082
榆社县,140721,district,112.973,37.069
平阴县,370124,district,116.455,36.286
昔阳县,140724,district,113.706,37.604
和顺县,140723,district,113.57,37.329
太谷县,140726,district,112.554,37.424
商河县,370126,district,117.156,37.31
寿阳县,140725,district,113.177,37.891
济阳县,370125,district,117.176,36.976
可克达拉市,659008,city,80.635,43.683
双河市,659007,city,82.353,44.84
昆玉市,659009,city,79.287,37.207
平遥县,140728,district,112.174,37.195
瓦房店市,210281,district,122.002,39.63
祁县,140727,district,112.33,37.358
天峨县,451222,district,107.174,24.985
阿拉尔市,659002,city,81.285,40.541
庄河市,210283,district,122.97,39.698
南丹县,451221,district,107.546,24.983
灵石县,140729,district,111.772,36.847
石河子市,659001,city,86.041,44.305
五家渠市,659004,city,87.526,44.167
图木舒克市,659003,city,79.077,39.867
立山区,210304,district,123.024,41.15
铁门关市,659006,city,85.501,41.827
铁西区,210303,district,122.971,41.11
北屯市,659005,city,87.824,47.353
怀仁县,140624,district,113.1,39.82
右玉县,140623,district,112.465,39.988
芒市,533103,district,98.577,24.436
铁东区,210302,district,122.991,41.089
东兰县,451224,district,107.373,24.509
凤山县,451223,district,107.044,24.544
环江毛南族自治县,451226,district,108.258,24.827
应县,140622,district,113.187,39.559
瑞丽市,533102,district,97.855,24.01
罗城仫佬族自治县,451225,district,108.902,24.779
山阴县,140621,district,112.816,39.526
仪征市,321081,district,119.182,32.271
都安瑶族自治县,451228,district,108.102,23.934
高邮市,321084,district,119.443,32.785
巴马瑶族自治县,451227,district,107.253,24.139
梁河县,533122,district,98.298,24.807
大化瑶族自治县,451229,district,107.994,23.739
陇川县,533124,district,97.794,24.184
化隆回族自治县,630224,district,102.262,36.098
盈江县,533123,district,97.933,24.709
铁力市,230781,district,128.03,46.985
互助土族自治县,630223,district,101.959,36.844
循化撒拉族自治县,630225,district,102.486,35.847
东台市,320981,district,120.314,32.853
叶集区,341504,district,115.913,31.847
裕安区,341503,district,116.494,31.75
勃利县,230921,district,130.575,45.751
民和回族土族自治县,630222,district,102.804,36.329
阿拉善右旗,152922,district,101.671,39.211
津市市,430781,district,111.879,29.63
瀍河回族区,410304,district,112.491,34.684
阿拉善左旗,152921,district,105.701,38.847
西工区,410303,district,112.443,34.667
金安区,341502,district,116.503,31.754
吉利区,410306,district,112.584,34.899
额济纳旗,152923,district,101.069,41.958
涧西区,410305,district,112.399,34.654
广丰区,361103,district,118.189,28.44
老城区,410302,district,112.477,34.682
江都区,321012,district,119.567,32.426
濉溪县,340621,district,116.767,33.916
广陵区,321002,district,119.442,32.392
邗江区,321003,district,119.397,32.377
新郑市,410184,district,113.739,34.394
新密市,410183,district,113.38,34.537
平山区,210502,district,123.761,41.291
信州区,361102,district,117.97,28.445
临湘市,430682,district,113.45,29.471
登封市,410185,district,113.037,34.459
宝应县,321023,district,119.321,33.236
汨罗市,430681,district,113.079,28.803
万荣县,140822,district,110.843,35.417
临猗县,140821,district,110.774,35.141
泸水市,533301,district,98.854,25.851
广信区,361121,district,117.906,28.453
铅山县,361124,district,117.711,28.31
玉山县,361123,district,118.244,28.673
鼎城区,430703,district,111.685,29.014
弋阳县,361126,district,117.435,28.402
横峰县,361125,district,117.608,28.415
祥符区,410212,district,114.437,34.756
龙亭区,410202,district,114.353,34.799
鼓楼区,410204,district,114.348,34.792
顺河回族区,410203,district,114.364,34.8
稷山县,140824,district,110.978,35.6
武陵区,430702,district,111.69,29.04
禹王台区,410205,district,114.348,34.777
闻喜县,140823,district,111.22,35.353
绛县,140826,district,111.576,35.49
尉氏县,410223,district,114.193,34.412
新绛县,140825,district,111.225,35.613
夏县,140828,district,111.223,35.14
海城市,210381,district,122.752,40.852
汉寿县,430722,district,111.968,28.907
兰考县,410225,district,114.82,34.829
垣曲县,140827,district,111.67,35.298
安乡县,430721,district,112.172,29.414
鄱阳县,361128,district,116.673,28.993
芮城县,140830,district,110.691,34.694
临澧县,430724,district,111.645,29.443
余干县,361127,district,116.691,28.691
平陆县,140829,district,111.212,34.837
新抚区,210402,district,123.902,41.86
澧县,430723,district,111.761,29.642
婺源县,361130,district,117.862,29.254
石门县,430726,district,111.379,29.584
万年县,361129,district,117.07,28.692
望花区,210404,district,123.784,41.853
桃源县,430725,district,111.484,28.902
东洲区,210403,district,124.047,41.866
金城江区,451202,district,108.062,24.695
通许县,410222,district,114.467,34.477
富锦市,230882,district,132.037,47.25
宜州区,451203,district,108.653,24.492
杞县,410221,district,114.77,34.554
同江市,230881,district,132.51,47.651
抚远市,230883,district,134.294,48.364
新宾满族自治县,210422,district,125.037,41.732
抚顺县,210421,district,124.097,41.922
武都区,621202,district,104.929,33.388
顺城区,210411,district,123.917,41.881
新兴区,230902,district,130.889,45.794
伊宁市,654002,district,81.316,43.922
霍尔果斯市,654004,district,80.42,44.201
奎屯市,654003,district,84.901,44.423
清原满族自治县,210423,district,124.927,42.101
偃师市,410381,district,112.787,34.723
文县,621222,district,104.682,32.942
成县,621221,district,105.734,33.739
新华区,410402,district,113.293,33.737
石龙区,410404,district,112.889,33.901
茄子河区,230904,district,131.071,45.776
卫东区,410403,district,113.31,33.739
桃山区,230903,district,131.015,45.771
资阳区,430902,district,112.33,28.592
察布查尔锡伯自治县,654022,district,81.15,43.838
伊宁县,654021,district,81.524,43.977
合山市,451381,district,108.888,23.813
康县,621224,district,105.609,33.328
宕昌县,621223,district,104.394,34.042
礼县,621226,district,105.181,34.189
西和县,621225,district,105.299,34.013
两当县,621228,district,106.306,33.91
叶县,410422,district,113.358,33.621
徽县,621227,district,106.085,33.767
宝丰县,410421,district,113.054,33.868
赫山区,430903,district,112.36,28.568
湛河区,410411,district,113.32,33.725
杜集区,340602,district,116.833,33.991
烈山区,340604,district,116.809,33.889
相山区,340603,district,116.79,33.97
玄武区,320102,district,118.792,32.05
永定区,430802,district,110.484,29.125
介休市,140781,district,111.913,37.027
盐湖区,140802,district,111,35.025
鲁山县,410423,district,112.906,33.74
郏县,410425,district,113.212,33.971
浦口区,320111,district,118.625,32.058
雨花台区,320114,district,118.772,31.995
栖霞区,320113,district,118.808,32.102
六合区,320116,district,118.85,32.34
江宁区,320115,district,118.85,31.953
高淳区,320118,district,118.875,31.327
香格里拉市,533401,district,99.708,27.825
溧水区,320117,district,119.028,31.653
孟津县,410322,district,112.443,34.826
秦淮区,320104,district,118.786,32.033
栾川县,410324,district,111.615,33.785
鼓楼区,320106,district,118.769,32.066
新安县,410323,district,112.141,34.728
建邺区,320105,district,118.732,32.004
汝阳县,410326,district,112.473,34.153
维西傈僳族自治县,533423,district,99.286,27.18
桑植县,430822,district,110.164,29.399
嵩县,410325,district,112.087,34.131
慈利县,430821,district,111.132,29.423
洛龙区,410311,district,112.456,34.618
武陵源区,430811,district,110.547,29.347
兴宾区,451302,district,109.23,23.732
德钦县,533422,district,98.915,28.483
洛宁县,410328,district,111.653,34.389
宜阳县,410327,district,112.179,34.516
伊川县,410329,district,112.429,34.423
阿尔山市,152202,district,119.943,47.177
乌兰浩特市,152201,district,122.068,46.077
迎江区,340802,district,117.044,30.506
突泉县,152224,district,121.564,45.38
扎赉特旗,152223,district,122.909,46.725
大观区,340803,district,117.034,30.505
贡山独龙族怒族自治县,533324,district,98.666,27.738
福贡县,533323,district,98.867,26.902
科尔沁右翼中旗,152222,district,121.472,45.059
象州县,451322,district,109.684,23.959
宜兴市,320282,district,119.82,31.364
科尔沁右翼前旗,152221,district,121.957,46.076
兰坪白族普米族自治县,533325,district,99.421,26.453
忻城县,451321,district,108.667,24.064
江阴市,320281,district,120.275,31.91
金秀瑶族自治县,451324,district,110.188,24.134
武宣县,451323,district,109.662,23.604
云龙区,320303,district,117.194,34.254
贾汪区,320305,district,117.45,34.441
义安区,340706,district,117.792,30.952
铜官区,340705,district,117.818,30.931
鼓楼区,320302,district,117.192,34.269
北关区,410503,district,114.352,36.109
龙安区,410506,district,114.301,36.076
北湖区,431002,district,113.032,25.792
殷都区,410505,district,114.303,36.109
沛县,320322,district,118.767,32.041
丰县,320321,district,116.592,34.696
苏仙区,431003,district,113.038,25.793
睢宁县,320324,district,117.95,33.899
嘉禾县,431024,district,112.37,25.587
内黄县,410527,district,114.904,35.953
利川市,422802,district,108.943,30.294
永兴县,431023,district,113.114,26.129
恩施市,422801,district,109.486,30.282
铜山区,320312,district,117.183,34.192
汝城县,431026,district,113.685,25.553
泉山区,320311,district,117.182,34.262
临武县,431025,district,112.564,25.279
安仁县,431028,district,113.272,26.708
凭祥市,451481,district,106.759,22.108
枞阳县,340722,district,117.222,30.7
桂东县,431027,district,113.945,26.073
安阳县,410522,district,114.13,36.13
德兴市,361181,district,117.578,28.945
郊区,340711,district,117.807,30.908
汤阴县,410523,district,114.362,35.922
滑县,410526,district,114.524,35.574
宜章县,431022,district,112.947,25.394
滨湖区,320211,district,120.266,31.55
桂阳县,431021,district,112.734,25.737
新吴区,320214,district,120.352,31.55
梁溪区,320213,district,120.296,31.575
建始县,422822,district,109.723,30.601
惠山区,320206,district,120.303,31.681
巩留县,654024,district,82.227,43.481
锡山区,320205,district,120.357,31.585
霍城县,654023,district,80.872,44.049
昭苏县,654026,district,81.126,43.157
新源县,654025,district,83.258,43.434
尼勒克县,654028,district,82.504,43.789
特克斯县,654027,district,81.84,43.214
桐城市,340881,district,116.959,31.05
巴东县,422823,district,110.336,31.041
咸丰县,422826,district,109.15,29.678
宣恩县,422825,district,109.482,29.988
桃江县,430922,district,112.139,28.52
鹤峰县,422828,district,110.033,29.887
南县,430921,district,112.41,29.372
来凤县,422827,district,109.408,29.506
安化县,430923,district,111.221,28.377
江州区,451402,district,107.354,22.404
五常市,230184,district,127.167,44.931
尚志市,230183,district,127.968,45.214
大新县,451424,district,107.2,22.833
龙州县,451423,district,106.857,22.343
梅里斯达斡尔族区,230208,district,123.754,47.311
天等县,451425,district,107.142,23.082
碾子山区,230207,district,122.887,47.514
龙沙区,230202,district,123.957,47.341
宁明县,451422,district,107.067,22.131
铁锋区,230204,district,123.973,47.339
扶绥县,451421,district,107.911,22.635
建华区,230203,district,123.955,47.354
富拉尔基区,230206,district,123.638,47.206
昂昂溪区,230205,district,123.813,47.156
天宁区,320402,district,119.963,31.779
钟楼区,320404,district,119.948,31.78
托里县,654224,district,83.604,45.935
汝州市,410482,district,112.844,34.167
沙湾县,654223,district,85.622,44.329
道里区,230102,district,126.612,45.762
舞钢市,410481,district,113.526,33.302
和布克赛尔蒙古自治县,654226,district,85.733,46.793
裕民县,654225,district,82.982,46.202
沅江市,430981,district,112.361,28.839
阿城区,230112,district,126.972,45.538
呼兰区,230111,district,126.603,45.984
乌鲁木齐县,650121,district,87.505,43.982
双城区,230113,district,126.308,45.377
额敏县,654221,district,83.622,46.522
湾仔区,810002,district,114.182,22.276
中西区,810001,district,114.154,22.281
东安县,431122,district,111.313,26.397
南区,810004,district,114.16,22.245
祁阳县,431121,district,111.857,26.585
东区,810003,district,114.225,22.279
道外区,230104,district,126.648,45.784
道县,431124,district,111.591,25.518
南岗区,230103,district,126.652,45.755
双牌县,431123,district,111.662,25.959
文峰区,410502,district,114.352,36.098
油尖旺区,810005,district,114.173,22.311
武进区,320412,district,119.958,31.718
宁远县,431126,district,111.944,25.584
新北区,320411,district,119.974,31.824
江永县,431125,district,111.346,25.268
平房区,230108,district,126.629,45.605
怀宁县,340822,district,116.828,30.734
金坛区,320413,district,119.573,31.744
香坊区,230110,district,126.667,45.713
松北区,230109,district,126.563,45.814
通河县,230128,district,128.747,45.977
木兰县,230127,district,128.042,45.949
沙田区,810016,district,114.195,22.379
延寿县,230129,district,128.331,45.455
西贡区,810015,district,114.264,22.314
宜秀区,340811,district,117.07,30.541
离岛区,810018,district,113.946,22.286
葵青区,810017,district,114.139,22.363
黄大仙区,810008,district,114.203,22.336
九龙城区,810007,district,114.193,22.312
方正县,230124,district,128.836,45.839
新田县,431128,district,112.22,25.906
荃湾区,810010,district,114.121,22.368
依兰县,230123,district,129.565,46.315
蓝山县,431127,district,112.194,25.375
观塘区,810009,district,114.214,22.32
巴彦县,230126,district,127.403,46.081
潜山县,340824,district,116.573,30.638
元朗区,810012,district,114.032,22.441
宾县,230125,district,127.466,45.745
江华瑶族自治县,431129,district,111.577,25.182
屯门区,810011,district,113.976,22.393
宿松县,340826,district,116.12,30.158
大埔区,810014,district,114.171,22.445
太湖县,340825,district,116.305,30.451
北区,810013,district,114.147,22.496
岳西县,340828,district,116.36,30.848
望江县,340827,district,116.69,30.124
讷河市,230281,district,124.882,48.481
滴道区,230304,district,130.846,45.348
腾冲市,530581,district,98.497,25.017
恒山区,230303,district,130.91,45.213
城子河区,230306,district,131.01,45.338
梨树区,230305,district,130.697,45.092
麻山区,230307,district,130.481,45.209
鸡冠区,230302,district,130.974,45.3
屯溪区,341002,district,118.317,29.709
徽州区,341004,district,118.339,29.825
鸡东县,230321,district,131.148,45.25
黄山区,341003,district,118.136,30.294
祁门县,341024,district,117.717,29.853
黟县,341023,district,117.942,29.923
林州市,410581,district,113.823,36.063
天山区,650102,district,87.62,43.796
古交市,140181,district,112.174,37.908
昭阳区,530602,district,103.717,27.336
休宁县,341022,district,118.188,29.788
歙县,341021,district,118.428,29.867
大关县,530624,district,103.891,27.747
盐津县,530623,district,104.235,28.106
绥江县,530626,district,103.961,28.599
邳州市,320382,district,117.963,34.314
永善县,530625,district,103.637,28.231
新沂市,320381,district,118.345,34.368
彝良县,530628,district,104.048,27.627
镇雄县,530627,district,104.873,27.436
乌苏市,654202,district,84.677,44.43
水富县,530630,district,104.415,28.629
资兴市,431081,district,113.236,25.974
塔城市,654201,district,82.983,46.746
新市区,650104,district,87.56,43.87
泰来县,230224,district,123.419,46.392
威信县,530629,district,105.048,27.843
龙泉驿区,510112,district,104.269,30.56
沙依巴克区,650103,district,87.596,43.788
依安县,230223,district,125.307,47.89
头屯河区,650106,district,87.428,43.877
新都区,510114,district,104.16,30.824
水磨沟区,650105,district,87.613,43.816
甘南县,230225,district,123.506,47.917
青白江区,510113,district,104.254,30.883
双流区,510116,district,103.922,30.573
达坂城区,650107,district,88.309,43.361
富裕县,230227,district,124.469,47.797
温江区,510115,district,103.836,30.697
冷水滩区,431103,district,111.607,26.434
克东县,230230,district,126.249,48.037
米东区,650109,district,87.691,43.96
克山县,230229,district,125.874,48.034
巧家县,530622,district,102.929,26.911
郫都区,510117,district,103.887,30.808
鲁甸县,530621,district,103.549,27.191
锦江区,510104,district,104.08,30.657
淇滨区,410611,district,114.293,35.748
金牛区,510106,district,104.043,30.692
青羊区,510105,district,104.055,30.667
成华区,510108,district,104.103,30.66
武侯区,510107,district,104.051,30.63
鹤山区,410602,district,114.166,35.936
新荣区,140212,district,113.141,40.258
南郊区,140211,district,113.168,40.018
龙江县,230221,district,123.187,47.336
山城区,410603,district,114.184,35.896
零陵区,431102,district,111.626,26.223
大邑县,510129,district,103.522,30.586
城区,140202,district,113.301,40.09
新津县,510132,district,103.812,30.414
蒲江县,510131,district,103.511,30.194
矿区,140203,district,113.177,40.036
拜泉县,230231,district,126.091,47.607
灵丘县,140224,district,114.235,39.438
广灵县,140223,district,114.279,39.763
金堂县,510121,district,104.415,30.858
左云县,140226,district,112.706,40.012
浑源县,140225,district,113.698,39.699
大同县,140227,district,113.611,40.039
锡林浩特市,152502,district,116.091,43.944
二连浩特市,152501,district,111.979,43.652
淇县,410622,district,114.2,35.609
浚县,410621,district,114.55,35.671
施甸县,530521,district,99.183,24.73
昌宁县,530524,district,99.612,24.823
龙陵县,530523,district,98.693,24.591
天镇县,140222,district,114.091,40.421
阳高县,140221,district,113.749,40.364
兴仁县,522322,district,105.192,25.431
晴隆县,522324,district,105.218,25.832
普安县,522323,district,104.955,25.786
望谟县,522326,district,106.091,25.166
贞丰县,522325,district,105.65,25.385
澳门大学横琴校,440499,district,0,0
迎泽区,140106,district,112.558,37.855
张家港市,320582,district,120.543,31.865
小店区,140105,district,112.564,37.817
常熟市,320581,district,120.748,31.658
尖草坪区,140108,district,112.487,37.939
杏花岭区,140107,district,112.56,37.879
晋源区,140110,district,112.477,37.715
万柏林区,140109,district,112.522,37.862
濠江区,440512,district,116.729,23.279
金平区,440511,district,116.703,23.367
潮南区,440514,district,116.423,23.249
潮阳区,440513,district,116.602,23.262
梁山县,370832,district,116.089,35.801
安龙县,522328,district,105.471,25.108
泗水县,370831,district,117.273,35.653
册亨县,522327,district,105.812,24.983
澄海区,440515,district,116.763,23.468
阳曲县,140122,district,112.673,38.058
清徐县,140121,district,112.358,37.607
绥滨县,230422,district,131.86,47.289
娄烦县,140123,district,111.793,38.066
萝北县,230421,district,130.829,47.577
龙湖区,440507,district,116.732,23.373
微山县,370826,district,117.128,34.809
兴山区,230407,district,130.305,47.359
金乡县,370828,district,116.31,35.069
鱼台县,370827,district,116.65,34.997
汶上县,370830,district,116.487,35.721
香洲区,440402,district,113.55,22.271
嘉祥县,370829,district,116.342,35.398
金湾区,440404,district,113.345,22.139
斗门区,440403,district,113.297,22.209
溧阳市,320481,district,119.487,31.427
古城区,530702,district,100.234,26.872
永胜县,530722,district,100.75,26.685
玉龙纳西族自治县,530721,district,100.238,26.83
宁蒗彝族自治县,530724,district,100.852,27.281
华坪县,530723,district,101.267,26.628
独山子区,650202,district,84.882,44.327
阿勒泰市,654301,district,88.138,47.848
白碱滩区,650204,district,85.129,45.689
克拉玛依区,650203,district,84.868,45.6
富蕴县,654322,district,89.524,46.993
乌尔禾区,650205,district,85.697,46.087
布尔津县,654321,district,86.861,47.704
哈巴河县,654324,district,86.418,48.059
福海县,654323,district,87.494,47.113
矿区,140303,district,113.559,37.87
吉木乃县,654326,district,85.876,47.434
青河县,654325,district,90.381,46.672
曲阜市,370881,district,116.991,35.592
邹城市,370883,district,116.966,35.405
城区,140302,district,113.6,37.847
吴中区,320506,district,120.624,31.27
遂平县,411728,district,114.003,33.146
虎丘区,320505,district,120.566,31.294
汝南县,411727,district,114.359,33.004
姑苏区,320508,district,120.622,31.311
相城区,320507,district,120.618,31.396
新蔡县,411729,district,114.975,32.749
盂县,140322,district,113.412,38.086
平定县,140321,district,113.631,37.8
吴江区,320509,district,120.641,31.16
上蔡县,411722,district,114.264,33.262
郊区,140311,district,113.586,37.94
西平县,411721,district,114.026,33.382
正阳县,411724,district,114.389,32.601
平舆县,411723,district,114.637,32.955
泌阳县,411726,district,113.326,32.725
确山县,411725,district,114.026,32.801
安丘市,370784,district,119.206,36.427
寿光市,370783,district,118.736,36.874
昌邑市,370786,district,119.394,36.854
高密市,370785,district,119.757,36.377
梅列区,350402,district,117.636,26.269
三元区,350403,district,117.607,26.234
高明区,440608,district,112.882,22.893
三水区,440607,district,112.899,23.165
诸城市,370782,district,119.403,35.997
青州市,370781,district,118.484,36.697
禅城区,440604,district,113.112,23.019
顺德区,440606,district,113.281,22.758
南海区,440605,district,113.145,23.031
密山市,230382,district,131.874,45.547
虎林市,230381,district,132.973,45.767
向阳区,230402,district,130.292,47.345
东西湖区,420112,district,114.142,30.622
洪山区,420111,district,114.4,30.504
南山区,230404,district,130.275,47.313
蔡甸区,420114,district,114.029,30.582
工农区,230403,district,130.276,47.331
汉南区,420113,district,114.081,30.309
荔城区,350304,district,119.02,25.43
东山区,230406,district,130.317,47.337
黄陂区,420116,district,114.374,30.874
涵江区,350303,district,119.119,25.459
兴安区,230405,district,130.236,47.252
江夏区,420115,district,114.313,30.349
镶黄旗,152528,district,113.843,42.239
秀屿区,350305,district,119.092,25.316
新洲区,420117,district,114.802,30.842
太仆寺旗,152527,district,115.287,41.895
硚口区,420104,district,114.264,30.57
兖州区,370812,district,116.828,35.556
正蓝旗,152530,district,116.003,42.245
江汉区,420103,district,114.283,30.578
任城区,370811,district,116.595,35.414
正镶白旗,152529,district,115.031,42.286
武昌区,420106,district,114.307,30.546
汉阳区,420105,district,114.265,30.549
多伦县,152531,district,116.477,42.197
灯塔市,211081,district,123.325,41.427
青山区,420107,district,114.397,30.634
阿巴嘎旗,152522,district,114.97,44.022
城厢区,350302,district,119.001,25.433
大洼区,211104,district,122.071,40.994
苏尼特右旗,152524,district,112.655,42.746
兴隆台区,211103,district,122.071,41.122
苏尼特左旗,152523,district,113.653,43.854
彭州市,510182,district,103.941,30.985
西乌珠穆沁旗,152526,district,117.615,44.586
都江堰市,510181,district,103.627,30.991
东乌珠穆沁旗,152525,district,116.98,45.51
仙游县,350322,district,118.694,25.356
兴平市,610481,district,108.488,34.297
景谷傣族彝族自治县,530824,district,100.701,23.5
双台子区,211102,district,122.055,41.19
景东彝族自治县,530823,district,100.84,24.448
江城哈尼族彝族自治县,530826,district,101.859,22.583
镇沅彝族哈尼族拉祜族自治县,530825,district,101.108,24.005
新泰市,370982,district,117.766,35.91
澜沧拉祜族自治县,530828,district,99.931,22.553
盘山县,211122,district,121.985,41.24
孟连傣族拉祜族佤族自治县,530827,district,99.585,22.325
西盟佤族自治县,530829,district,99.594,22.644
崇州市,510184,district,103.671,30.631
南澳县,440523,district,117.027,23.419
邛崃市,510183,district,103.461,30.413
简阳市,510185,district,104.55,30.39
临渭区,610502,district,109.503,34.501
肥城市,370983,district,116.763,36.185
永安市,350481,district,117.364,25.974
榕江县,522632,district,108.521,25.931
黎平县,522631,district,109.136,26.23
雷山县,522634,district,108.079,26.381
从江县,522633,district,108.912,25.747
丹寨县,522636,district,107.794,26.199
麻江县,522635,district,107.593,26.494
环翠区,371002,district,122.116,37.51
秦都区,610402,district,108.698,34.329
鲤城区,350502,district,118.588,24.907
文登区,371003,district,122.057,37.196
渭城区,610404,district,108.73,34.336
杨陵区,610403,district,108.086,34.271
辽阳县,211021,district,123.105,41.205
泰山区,370902,district,117.129,36.189
洛江区,350504,district,118.67,24.941
三原县,610422,district,108.943,34.613
丰泽区,350503,district,118.605,24.896
岱岳区,370911,district,117.043,36.184
泉港区,350505,district,118.912,25.126
金门县,350527,district,118.323,24.436
武功县,610431,district,108.212,34.259
乾县,610424,district,108.247,34.527
惠安县,350521,district,118.798,25.028
泾阳县,610423,district,108.837,34.528
安溪县,350524,district,118.186,25.056
东区,510402,district,101.715,26.58
永寿县,610426,district,108.143,34.692
礼泉县,610425,district,108.428,34.482
德化县,350526,district,118.242,25.489
长武县,610428,district,107.798,35.205
永春县,350525,district,118.295,25.32
西区,510403,district,101.637,26.596
彬县,610427,district,108.083,35.034
淳化县,610430,district,108.581,34.797
旬邑县,610429,district,108.337,35.112
江岸区,420102,district,114.303,30.594
宁阳县,370921,district,116.799,35.767
思茅区,530802,district,100.973,22.776
东平县,370923,district,116.461,35.93
明溪县,350421,district,117.201,26.357
华阴市,610582,district,110.089,34.565
韩城市,610581,district,110.452,35.475
铁岭县,211221,district,123.725,42.223
宁化县,350424,district,116.659,26.259
清流县,350423,district,116.815,26.177
墨江哈尼族自治县,530822,district,101.687,23.428
尤溪县,350426,district,118.188,26.169
宁洱哈尼族彝族自治县,530821,district,101.045,23.062
大安区,510304,district,104.783,29.367
大田县,350425,district,117.849,25.69
贡井区,510303,district,104.714,29.345
将乐县,350428,district,117.473,26.728
沙县,350427,district,117.789,26.397
建宁县,350430,district,116.845,26.831
泰宁县,350429,district,117.177,26.897
临夏市,622901,district,103.211,35.599
荣成市,371082,district,122.422,37.16
乳山市,371083,district,121.536,36.919
昌图县,211224,district,124.11,42.784
西丰县,211223,district,124.723,42.738
自流井区,510302,district,104.778,29.343
岚山区,371103,district,119.315,35.119
凯里市,522601,district,107.977,26.582
富顺县,510322,district,104.984,29.181
宝塔区,610602,district,109.49,36.596
荣县,510321,district,104.423,29.454
安塞区,610603,district,109.325,36.864
三穗县,522624,district,108.681,26.959
施秉县,522623,district,108.126,27.034
