NAME_CHN,adcode,level,x,y
岑巩县,522626,district,108.816,27.173
沿滩区,510311,district,104.876,29.272
子长县,610623,district,109.675,37.142
镇远县,522625,district,108.423,27.05
吴起县,610626,district,108.176,36.924
锦屏县,522628,district,109.202,26.68
志丹县,610625,district,108.768,36.823
天柱县,522627,district,109.212,26.909
富县,610628,district,109.384,35.996
东港区,371102,district,119.457,35.426
台江县,522630,district,108.314,26.669
甘泉县,610627,district,109.349,36.277
淳安县,330127,district,119.044,29.604
剑河县,522629,district,108.44,26.727
宜川县,610630,district,110.175,36.05
洛川县,610629,district,109.435,35.762
莒县,371122,district,118.832,35.588
五莲县,371121,district,119.206,35.751
黄平县,522622,district,107.901,26.896
延川县,610622,district,110.19,36.882
桐庐县,330122,district,119.685,29.797
延长县,610621,district,110.012,36.578
大冶市,420281,district,114.974,30.098
芗城区,350602,district,117.656,24.509
华州区,610503,district,109.761,34.511
龙文区,350603,district,117.671,24.515
诏安县,350624,district,117.176,23.71
漳浦县,350623,district,117.614,24.117
东山县,350626,district,117.427,23.702
富平县,610528,district,109.187,34.746
长泰县,350625,district,117.755,24.621
白水县,610527,district,109.594,35.177
平和县,350628,district,117.313,24.366
南靖县,350627,district,117.365,24.516
江海区,440704,district,113.12,22.572
蓬江区,440703,district,113.078,22.596
华安县,350629,district,117.536,25.001
新会区,440705,district,113.038,22.52
潼关县,610522,district,110.247,34.544
云霄县,350622,district,117.34,23.95
合阳县,610524,district,110.147,35.237
大荔县,610523,district,109.941,34.797
江阳区,510502,district,105.445,28.882
蒲城县,610526,district,109.589,34.956
澄城县,610525,district,109.937,35.184
临翔区,530902,district,100.086,23.886
建德市,330182,district,119.279,29.472
龙马潭区,510504,district,105.435,28.897
纳溪区,510503,district,105.377,28.776
黄石港区,420202,district,115.09,30.212
下陆区,420204,district,114.975,30.177
西塞山区,420203,district,115.093,30.205
铁山区,420205,district,114.901,30.206
银州区,211202,district,123.844,42.292
清河区,211204,district,124.148,42.542
南郑区,610703,district,106.942,33.003
沧源佤族自治县,530927,district,99.247,23.146
合江县,510522,district,105.834,28.81
泸县,510521,district,105.376,29.151
叙永县,510524,district,105.437,28.167
雷州市,440882,district,110.088,20.908
廉江市,440881,district,110.284,21.611
古蔺县,510525,district,105.813,28.039
吴川市,440883,district,110.78,21.428
阳新县,420222,district,115.212,29.841
云县,530922,district,100.125,24.439
凤庆县,530921,district,99.918,24.592
镇康县,530924,district,98.827,23.761
福泉市,522702,district,107.513,26.702
永德县,530923,district,99.253,24.028
都匀市,522701,district,107.517,26.258
盐边县,510422,district,101.851,26.677
汉台区,610702,district,107.028,33.077
耿马傣族佤族自治县,530926,district,99.402,23.534
米易县,510421,district,102.109,26.887
双江拉祜族佤族布朗族傣族自治县,530925,district,99.824,23.477
荔波县,522722,district,107.883,25.412
合作市,623001,district,102.911,34.985
城固县,610722,district,107.329,33.153
贵定县,522723,district,107.233,26.58
西乡县,610724,district,107.765,32.987
独山县,522726,district,107.542,25.826
仁和区,510411,district,101.737,26.497
洋县,610723,district,107.549,33.223
瓮安县,522725,district,107.478,27.066
宁强县,610726,district,106.257,32.83
迭部县,623024,district,103.221,34.055
勉县,610725,district,106.68,33.155
舟曲县,623023,district,104.37,33.782
茂南区,440902,district,110.92,21.66
碌曲县,623026,district,102.488,34.589
玛曲县,623025,district,102.075,33.998
上城区,330102,district,120.171,30.25
夏河县,623027,district,102.52,35.2
鹤山市,440784,district,112.961,22.768
晋江市,350582,district,118.577,24.807
开平市,440783,district,112.692,22.366
石狮市,350581,district,118.628,24.731
临安区,330112,district,119.715,30.231
卓尼县,623022,district,103.508,34.588
富阳区,330111,district,119.949,30.049
恩平市,440785,district,112.314,22.182
临潭县,623021,district,103.353,34.691
罗甸县,522728,district,106.75,25.429
平塘县,522727,district,107.324,25.831
镇巴县,610728,district,107.895,32.535
龙里县,522730,district,106.977,26.448
丹江口市,420381,district,111.513,32.538
略阳县,610727,district,106.153,33.329
长顺县,522729,district,106.447,26.022
佛坪县,610730,district,107.988,33.52
三都水族自治县,522732,district,107.877,25.985
留坝县,610729,district,106.924,33.613
惠水县,522731,district,106.657,26.128
江干区,330104,district,120.202,30.266
下城区,330103,district,120.172,30.276
西湖区,330106,district,120.147,30.272
拱墅区,330105,district,120.15,30.314
滨江区,330108,district,120.21,30.206
凌源市,211382,district,119.404,41.243
台山市,440781,district,112.793,22.25
余杭区,330110,district,120.301,30.421
北票市,211381,district,120.766,41.803
萧山区,330109,district,120.27,30.162
赤坎区,440802,district,110.361,21.273
南安市,350583,district,118.387,24.959
坡头区,440804,district,110.455,21.244
霞山区,440803,district,110.406,21.194
积石山保安族东乡族撒拉族自治县,622927,district,102.877,35.712
康乐县,622922,district,103.709,35.371
临夏县,622921,district,103.039,35.478
广河县,622924,district,103.576,35.481
永靖县,622923,district,103.319,35.938
东乡族自治县,622926,district,103.389,35.663
和政县,622925,district,103.35,35.425
五华区,530102,district,102.704,25.042
黄陵县,610632,district,109.262,35.58
黄龙县,610631,district,109.835,35.583
郧阳区,420304,district,110.812,32.838
张湾区,420303,district,110.772,32.652
开原市,211282,district,124.045,42.542
调兵山市,211281,district,123.545,42.45
麻章区,440811,district,110.329,21.265
西山区,530112,district,102.705,25.024
官渡区,530111,district,102.723,25.021
呈贡区,530114,district,102.801,24.889
东川区,530113,district,103.182,26.083
晋宁区,530115,district,102.594,24.666
茅箭区,420302,district,110.786,32.644
盘龙区,530103,district,102.729,25.07
遂溪县,440823,district,110.255,21.376
郧西县,420322,district,110.426,32.991
徐闻县,440825,district,110.175,20.326
竹溪县,420324,district,109.717,32.315
慈溪市,330282,district,121.248,30.177
竹山县,420323,district,110.228,32.224
余姚市,330281,district,121.156,30.045
房县,420325,district,110.733,32.05
双塔区,211302,district,120.448,41.579
瓯海区,330304,district,120.637,28.006
龙湾区,330303,district,120.763,27.97
洞头区,330305,district,121.156,27.836
建瓯市,350783,district,118.321,27.035
鹿城区,330302,district,120.674,28.003
龙城区,211303,district,120.413,41.576
武夷山市,350782,district,118.032,27.751
邵武市,350781,district,117.491,27.337
子洲县,610831,district,110.034,37.611
建平县,211322,district,119.642,41.402
朝阳县,211321,district,120.404,41.526
喀喇沁左翼蒙古族自治县,211324,district,119.744,41.125
靖边县,610824,district,108.805,37.596
鄞州区,330212,district,121.558,29.831
镇海区,330211,district,121.713,29.952
绥德县,610826,district,110.265,37.507
定边县,610825,district,107.601,37.595
奉化区,330213,district,121.41,29.662
佳县,610828,district,110.493,38.021
米脂县,610827,district,110.178,37.759
清涧县,610830,district,110.121,37.087
吴堡县,610829,district,110.739,37.451
海曙区,330203,district,121.539,29.874
灵宝市,411282,district,110.885,34.521
北仑区,330206,district,121.831,29.909
义马市,411281,district,111.869,34.746
江北区,330205,district,121.559,29.888
宁海县,330226,district,121.432,29.299
象山县,330225,district,121.877,29.47
高青县,370322,district,117.829,37.169
龙海市,350681,district,117.817,24.445
桓台县,370321,district,118.101,36.959
沂源县,370323,district,118.166,36.186
建阳区,350703,district,118.122,27.332
宛城区,411302,district,112.544,32.994
兴城市,211481,district,120.729,40.619
延平区,350702,district,118.178,26.636
浦城县,350722,district,118.536,27.92
顺昌县,350721,district,117.807,26.792
松溪县,350724,district,118.783,27.525
光泽县,350723,district,117.337,27.542
神木市,610881,district,110.497,38.835
儋州市,460400,city,109.576,19.517
政和县,350725,district,118.858,27.365
卧龙区,411303,district,112.528,32.989
唐河县,411328,district,112.838,32.687
社旗县,411327,district,112.938,33.056
桐柏县,411330,district,113.406,32.367
新野县,411329,district,112.365,32.524
方城县,411322,district,113.01,33.255
南召县,411321,district,112.435,33.488
镇平县,411324,district,112.232,33.036
西峡县,411323,district,111.485,33.302
淅川县,411326,district,111.489,33.136
内乡县,411325,district,111.843,33.046
连山区,211402,district,120.859,40.755
渑池县,411221,district,111.762,34.763
南票区,211404,district,120.752,41.098
龙港区,211403,district,120.838,40.709
禄劝彝族苗族自治县,530128,district,102.469,25.556
措勤县,542527,district,85.159,31.016
贵池区,341702,district,117.488,30.657
榆阳区,610802,district,109.747,38.299
嵩明县,530127,district,103.038,25.335
句容市,321183,district,119.167,31.947
寻甸回族彝族自治县,530129,district,103.257,25.559
横山区,610803,district,109.292,37.964
卢氏县,411224,district,111.052,34.053
建昌县,211422,district,119.807,40.812
札达县,542522,district,79.803,31.478
绥中县,211421,district,120.342,40.328
普兰县,542521,district,81.177,30.291
日土县,542524,district,79.731,33.382
富民县,530124,district,102.497,25.219
噶尔县,542523,district,80.105,32.503
改则县,542526,district,84.062,32.302
石林彝族自治县,530126,district,103.271,24.754
革吉县,542525,district,81.142,32.389
宜良县,530125,district,103.145,24.918
扬中市,321182,district,119.828,32.237
丹阳市,321181,district,119.581,31.991
海陵区,321202,district,119.92,32.488
府谷县,610822,district,111.069,39.029
姜堰区,321204,district,120.148,32.508
高港区,321203,district,119.881,32.315
谯城区,341602,district,115.781,33.869
胶州市,370281,district,120.006,36.285
黄埔区,440112,district,113.45,23.103
平度市,370283,district,119.959,36.788
白云区,440111,district,113.262,23.162
花都区,440114,district,113.211,23.392
莱西市,370285,district,120.526,36.865
番禺区,440113,district,113.364,22.938
博山区,370304,district,117.858,36.497
张店区,370303,district,118.053,36.807
南沙区,440115,district,113.537,22.794
周村区,370306,district,117.851,36.803
增城区,440118,district,113.829,23.29
临淄区,370305,district,118.306,36.816
从化区,440117,district,113.587,23.545
越秀区,440104,district,113.28,23.125
荔湾区,440103,district,113.243,23.124
天河区,440106,district,113.335,23.135
海珠区,440105,district,113.262,23.103
蒙城县,341622,district,116.56,33.26
涡阳县,341621,district,116.211,33.502
淄川区,370302,district,117.967,36.647
安宁市,530181,district,102.485,24.921
梁园区,411402,district,115.654,34.436
睢阳区,411403,district,115.653,34.39
柘城县,411424,district,115.307,34.075
京口区,321102,district,119.454,32.206
宁陵县,411423,district,115.32,34.449
夏邑县,411426,district,116.139,34.24
陆良县,530322,district,103.655,25.022
虞城县,411425,district,115.863,34.399
马龙县,530321,district,103.578,25.429
利辛县,341623,district,116.207,33.143
罗平县,530324,district,104.309,24.885
师宗县,530323,district,103.993,24.825
会泽县,530326,district,103.3,26.412
绥芬河市,231081,district,131.164,44.396
富源县,530325,district,104.256,25.67
宁安市,231084,district,129.47,44.346
海林市,231083,district,129.387,44.574
丹徒区,321112,district,119.433,32.128
东宁市,231086,district,131.125,44.063
润州区,321111,district,119.414,32.213
穆棱市,231085,district,130.527,44.919
睢县,411422,district,115.07,34.428
民权县,411421,district,115.148,34.648
元宝区,210602,district,124.397,40.136
振安区,210604,district,124.427,40.158
振兴区,210603,district,124.361,40.102
滕州市,370481,district,117.162,35.088
爱辉区,231102,district,127.497,50.249
宽甸满族自治县,210624,district,124.784,40.73
东营区,370502,district,118.507,37.461
明山区,210504,district,123.763,41.302
溪湖区,210503,district,123.765,41.33
宣州区,341802,district,118.758,30.946
南芬区,210505,district,123.748,41.104
东安区,231002,district,129.623,44.582
宿城区,321302,district,118.278,33.937
爱民区,231004,district,129.601,44.595
阳明区,231003,district,129.634,44.596
绩溪县,341824,district,118.594,30.065
西安区,231005,district,129.613,44.581
泾县,341823,district,118.412,30.685
旌德县,341825,district,118.543,30.288
林口县,231025,district,130.268,45.286
宿豫区,321311,district,118.33,33.941
原平市,140981,district,112.713,38.729
桓仁满族自治县,210522,district,125.359,41.268
本溪满族自治县,210521,district,124.126,41.3
市中区,370402,district,117.557,34.856
广德县,341822,district,119.417,30.893
峄城区,370404,district,117.586,34.767
郎溪县,341821,district,119.185,31.127
薛城区,370403,district,117.265,34.797
山亭区,370406,district,117.458,35.096
台儿庄区,370405,district,117.734,34.564
浈江区,440204,district,113.599,24.803
武江区,440203,district,113.588,24.8
曲江区,440205,district,113.605,24.68
仁化县,440224,district,113.748,25.088
邓州市,411381,district,112.092,32.681
翁源县,440229,district,114.131,24.353
沭阳县,321322,district,118.775,34.129
泗洪县,321324,district,118.211,33.456
泗阳县,321323,district,118.681,33.711
河津市,140882,district,110.71,35.597
隰县,141031,district,110.935,36.692
始兴县,440222,district,114.067,24.948
永济市,140881,district,110.447,34.867
石台县,341722,district,117.482,30.21
东至县,341721,district,117.021,30.096
青阳县,341723,district,117.857,30.638
五大连池市,231182,district,126.197,48.512
乳源瑶族自治县,440232,district,113.278,24.776
北安市,231181,district,126.508,48.245
凌河区,210703,district,121.151,41.114
新丰县,440233,district,114.207,24.055
北林区,231202,district,126.99,46.634
沾益区,530303,district,103.819,25.6
忻府区,140902,district,112.734,38.417
息县,411528,district,114.74,32.344
淮滨县,411527,district,115.415,32.452
古塔区,210702,district,121.13,41.115
麒麟区,530302,district,103.798,25.501
黑山县,210726,district,122.117,41.691
兰西县,231222,district,126.289,46.259
望奎县,231221,district,126.484,46.833
太和区,210711,district,121.107,41.105
新城区,610102,district,108.959,34.269
五寨县,140928,district,111.841,38.912
神池县,140927,district,112.2,39.088
未央区,610112,district,108.946,34.308
河曲县,140930,district,111.146,39.381
灞桥区,610111,district,109.067,34.267
岢岚县,140929,district,111.569,38.705
阎良区,610114,district,109.228,34.662
偏关县,140932,district,111.5,39.442
雁塔区,610113,district,108.926,34.213
保德县,140931,district,111.085,39.022
长安区,610116,district,108.941,34.157
义县,210727,district,121.242,41.537
庆安县,231224,district,127.507,46.88
临潼区,610115,district,109.213,34.372
青冈县,231223,district,126.112,46.686
绥棱县,231226,district,127.111,47.247
高陵区,610117,district,109.088,34.535
明水县,231225,district,125.907,47.183
莲湖区,610104,district,108.933,34.265
五台县,140922,district,113.259,38.725
碑林区,610103,district,108.946,34.251
定襄县,140921,district,112.963,38.484
繁峙县,140924,district,113.267,39.188
牟平区,370612,district,121.601,37.388
代县,140923,district,112.962,39.065
福山区,370611,district,121.264,37.496
静乐县,140926,district,111.94,38.355
宁武县,140925,district,112.307,39.001
莱山区,370613,district,121.448,37.473
嫩江县,231121,district,125.229,49.177
芝罘区,370602,district,121.385,37.54
孙吴县,231124,district,127.327,49.423
逊克县,231123,district,128.476,49.582
鼓楼区,350102,district,119.299,26.082
靖江市,321282,district,120.268,32.018
兴化市,321281,district,119.84,32.938
泰兴市,321283,district,120.02,32.168
长乐区,350112,district,119.51,25.96
晋安区,350111,district,119.328,26.078
东方市,469007,city,108.653,19.101
仓山区,350104,district,119.32,26.038
台江区,350103,district,119.31,26.058
隆阳区,530502,district,99.165,25.112
琼海市,469002,city,110.466,19.246
霍州市,141082,district,111.723,36.572
马尾区,350105,district,119.458,25.991
五指山市,469001,city,109.516,18.776
侯马市,141081,district,111.371,35.62
万宁市,469006,city,110.388,18.796
文昌市,469005,city,110.753,19.612
平潭县,350128,district,119.791,25.503
临高县,469024,city,109.687,19.908
澄迈县,469023,city,110.007,19.737
河口区,370503,district,118.529,37.886
昌江黎族自治县,469026,city,109.053,19.26
白沙黎族自治县,469025,city,109.452,19.224
垦利区,370505,district,118.551,37.588
陵水黎族自治县,469028,city,110.037,18.505
乐东黎族自治县,469027,city,109.175,18.747
琼中黎族苗族自治县,469030,city,109.839,19.035
保亭黎族苗族自治县,469029,city,109.702,18.636
连江县,350122,district,119.538,26.202
闽侯县,350121,district,119.145,26.148
闽清县,350124,district,118.868,26.223
罗源县,350123,district,119.552,26.487
永城市,411481,district,116.449,33.931
屯昌县,469022,city,110.102,19.362
离石区,141102,district,111.134,37.524
永泰县,350125,district,118.939,25.864
定安县,469021,city,110.349,19.684
宣威市,530381,district,104.095,26.227
交城县,141122,district,112.156,37.551
利津县,370522,district,118.248,37.493
平桥区,411503,district,114.126,32.098
文水县,141121,district,112.032,37.436
临县,141124,district,110.995,37.96
红塔区,530402,district,102.543,24.35
兴县,141123,district,111.124,38.464
广饶县,370523,district,118.407,37.051
石楼县,141126,district,110.837,36.999
柳林县,141125,district,110.896,37.431
江川区,530403,district,102.749,24.291
兴义市,522301,district,104.897,25.088
光山县,411522,district,114.903,32.01
罗山县,411521,district,114.533,32.203
商城县,411524,district,115.406,31.799
新县,411523,district,114.877,31.635
凤城市,210682,district,124.071,40.457
潢川县,411526,district,115.05,32.134
东港市,210681,district,124.149,39.883
澄江县,530422,district,102.916,24.669
固始县,411525,district,115.667,32.183
尧都区,141002,district,111.522,36.08
洪洞县,141024,district,111.673,36.255
襄汾县,141023,district,111.442,35.876
安泽县,141026,district,112.251,36.146
古县,141025,district,111.92,36.268
吉县,141028,district,110.682,36.099
浮山县,141027,district,111.85,35.971
大宁县,141030,district,110.751,36.463
乡宁县,141029,district,110.857,35.975
坊子区,370704,district,119.166,36.654
寒亭区,370703,district,119.207,36.772
华宁县,530424,district,102.928,24.189
奎文区,370705,district,119.137,36.709
王益区,610202,district,109.075,35.069
通海县,530423,district,102.76,24.112
峨山彝族自治县,530426,district,102.404,24.173
耀州区,610204,district,108.962,34.91
易门县,530425,district,102.162,24.669
翼城县,141022,district,111.713,35.738
印台区,610203,district,109.1,35.111
元江哈尼族彝族傣族自治县,530428,district,101.999,23.597
曲沃县,141021,district,111.475,35.641
新平彝族傣族自治县,530427,district,101.99,24.066
项城市,411681,district,114.899,33.443
潍城区,370702,district,119.103,36.71
永和县,141032,district,110.631,36.76
宁国市,341881,district,118.983,30.626
汾西县,141034,district,111.563,36.653
蒲县,141033,district,111.097,36.411
临朐县,370724,district,118.539,36.516
昌乐县,370725,district,118.839,36.703
宜君县,610222,district,109.118,35.398
驿城区,411702,district,114.029,32.977
南雄市,440282,district,114.311,25.115
大石桥市,210882,district,122.505,40.633
乐昌市,440281,district,113.352,25.128
盖州市,210881,district,122.355,40.405
福田区,440304,district,114.05,22.541
罗湖区,440303,district,114.123,22.555
宝安区,440306,district,113.828,22.754
南山区,440305,district,113.929,22.531
盐田区,440308,district,114.235,22.555
龙岗区,440307,district,114.251,22.721
坪山区,440310,district,114.338,22.694
蓝田县,610122,district,109.317,34.156
龙华区,440309,district,114.044,22.691
周至县,610124,district,108.222,34.163
井研县,511124,district,104.068,29.651
犍为县,511123,district,103.944,29.209
夹江县,511126,district,103.578,29.741
五通桥区,511112,district,103.816,29.406
沙湾区,511111,district,103.549,29.416
川汇区,411602,district,114.652,33.614
金口河区,511113,district,103.077,29.246
肇东市,231282,district,125.991,46.069
安达市,231281,district,125.329,46.41
长岛县,370634,district,120.738,37.916
海伦市,231283,district,126.969,47.46
沐川县,511129,district,103.902,28.956
峨边彝族自治县,511132,district,103.262,29.23
西华县,411622,district,114.53,33.784
马边彝族自治县,511133,district,103.546,28.838
扶沟县,411621,district,114.392,34.054
北镇市,210782,district,121.795,41.598
凌海市,210781,district,121.364,41.171
站前区,210802,district,122.253,40.669
兴宁市,441481,district,115.731,24.138
鲅鱼圈区,210804,district,122.127,40.263
西市区,210803,district,122.21,40.663
沈丘县,411624,district,115.078,33.395
商水县,411623,district,114.609,33.543
淮阳县,411626,district,114.87,33.732
郸城县,411625,district,115.177,33.644
鹿邑县,411628,district,115.486,33.861
太康县,411627,district,114.853,34.065
城区,441502,district,115.363,22.776
凤翔县,610322,district,107.4,34.521
扶风县,610324,district,107.891,34.375
岐山县,610323,district,107.624,34.442
眉县,610326,district,107.749,34.274
海丰县,441521,district,115.337,22.971
方山县,141128,district,111.238,37.892
岚县,141127,district,111.671,38.278
海阳市,370687,district,121.168,36.78
陆河县,441523,district,115.657,23.302
交口县,141130,district,111.183,36.983
老边区,210811,district,122.382,40.682
中阳县,141129,district,111.193,37.342
莱阳市,370682,district,120.711,36.977
龙口市,370681,district,120.528,37.648
蓬莱市,370684,district,120.762,37.811
莱州市,370683,district,119.942,37.182
沙市区,421002,district,112.257,30.315
福清市,350181,district,119.376,25.72
栖霞市,370686,district,120.834,37.305
招远市,370685,district,120.403,37.364
荆州区,421003,district,112.195,30.35
千阳县,610328,district,107.132,34.642
陇县,610327,district,106.857,34.893
凤县,610330,district,106.525,33.912
江陵县,421024,district,112.417,30.033
麟游县,610329,district,107.796,34.677
监利县,421023,district,112.904,29.82
太白县,610331,district,107.316,34.059
五华县,441424,district,115.775,23.925
丰顺县,441423,district,116.184,23.752
平远县,441426,district,115.891,24.569
蕉岭县,441427,district,116.17,24.653
公安县,421022,district,112.23,30.059
大埔县,441422,district,116.695,24.351
同安区,350212,district,118.15,24.729
集美区,350211,district,118.1,24.572
翔安区,350213,district,118.242,24.637
隆昌市,511083,district,105.288,29.338
思明区,350203,district,118.087,24.462
定海区,330902,district,122.108,30.016
湖里区,350206,district,118.109,24.512
汾阳市,141182,district,111.785,37.267
海沧区,350205,district,118.036,24.492
孝义市,141181,district,111.781,37.144
太子河区,211011,district,123.185,41.251
白塔区,211002,district,123.172,41.267
市中区,511102,district,103.755,29.588
宏伟区,211004,district,123.2,41.205
文圣区,211003,district,123.188,41.266
弓长岭区,211005,district,123.431,41.157
普陀区,330903,district,122.301,29.945
海州区,210902,district,121.657,42.011
细河区,210911,district,121.654,42.019
嵊泗县,330922,district,122.457,30.727
岱山县,330921,district,122.201,30.242
太平区,210904,district,121.677,42.011
新邱区,210903,district,121.79,42.086
清河门区,210905,district,121.42,41.78
龙川县,441622,district,115.256,24.101
紫金县,441621,district,115.184,23.633
陈仓区,610304,district,107.369,34.351
安陆市,420982,district,113.69,31.261
金台区,610303,district,107.146,34.376
应城市,420981,district,113.573,30.939
彰武县,210922,district,122.537,42.384
阜新蒙古族自治县,210921,district,121.743,42.058
灵武市,640181,district,106.334,38.094
和平县,441624,district,114.941,24.443
连平县,441623,district,114.495,24.364
开化县,330824,district,118.414,29.136
渭滨区,610302,district,107.155,34.355
顺庆区,511302,district,106.084,30.795
东源县,441625,district,114.742,23.789
龙游县,330825,district,119.172,29.031
汉川市,420984,district,113.835,30.652
黄梅县,421127,district,115.942,30.075
峨眉山市,511181,district,103.492,29.597
铁东区,220303,district,124.388,43.167
江山市,330881,district,118.627,28.734
铁西区,220302,district,124.345,43.146
梨树县,220322,district,124.335,43.308
伊通满族自治县,220323,district,125.303,43.345
仙居县,331024,district,120.735,28.849
天台县,331023,district,121.031,29.141
兴庆区,640104,district,106.278,38.467
金凤区,640106,district,106.228,38.477
西夏区,640105,district,106.132,38.492
三门县,331022,district,121.376,29.118
武穴市,421182,district,115.562,29.849
麻城市,421181,district,115.025,31.177
贺兰县,640122,district,106.345,38.554
永宁县,640121,district,106.253,38.28
阆中市,511381,district,105.975,31.58
城关区,540102,district,91.14,29.654
陆丰市,441581,district,115.644,22.946
源城区,441602,district,114.696,23.746
松滋市,421087,district,111.778,30.176
石首市,421081,district,112.408,29.716
新乐市,130184,district,114.685,38.344
洪湖市,421083,district,113.47,29.812
晋州市,130183,district,115.044,38.027
丰润区,130208,district,118.155,39.831
丰南区,130207,district,118.11,39.563
扎赉诺尔区,150703,district,117.716,49.456
东坡区,511402,district,103.831,30.048
曹妃甸区,130209,district,118.446,39.278
红寺堡区,640303,district,106.067,37.421
彭山区,511403,district,103.87,30.192
丹棱县,511424,district,103.518,30.012
黄州区,421102,district,114.878,30.447
洪雅县,511423,district,103.375,29.904
路南区,130202,district,118.21,39.615
青神县,511425,district,103.846,29.831
古冶区,130204,district,118.454,39.715
红安县,421122,district,114.615,31.284
路北区,130203,district,118.174,39.628
团风县,421121,district,114.872,30.635
英山县,421124,district,115.677,30.735
开平区,130205,district,118.264,39.676
海拉尔区,150702,district,119.764,49.213
塔河县,232722,district,124.71,52.335
罗田县,421123,district,115.398,30.781
滦南县,130224,district,118.681,39.506
呼玛县,232721,district,126.662,51.726
蕲春县,421126,district,115.433,30.234
利通区,640302,district,106.199,37.985
浠水县,421125,district,115.263,30.454
漠河县,232723,district,122.536,52.972
乐亭县,130225,district,118.905,39.428
莫力达瓦达斡尔族自治旗,150722,district,124.519,48.477
阿荣旗,150721,district,123.464,48.13
迁西县,130227,district,118.305,40.146
鄂温克族自治旗,150724,district,119.754,49.143
鄂伦春自治旗,150723,district,123.725,50.59
新巴尔虎左旗,150726,district,118.267,48.216
玉田县,130229,district,117.753,39.887
同心县,640324,district,105.914,36.982
仁寿县,511421,district,104.147,29.996
陈巴尔虎旗,150725,district,119.437,49.328
盐池县,640323,district,107.405,37.784
阳春市,441781,district,111.79,22.169
嘉陵区,511304,district,106.067,30.762
高坪区,511303,district,106.108,30.781
桦甸市,220282,district,126.746,42.972
蛟河市,220281,district,127.342,43.72
磐石市,220284,district,126.059,42.942
东胜区,150602,district,109.989,39.817
舒兰市,220283,district,126.947,44.41
康巴什区,150603,district,109.79,39.607
大武口区,640202,district,106.367,39.019
赤壁市,421281,district,113.883,29.716
深泽县,130128,district,115.2,38.184
鄂托克旗,150624,district,107.976,39.089
高邑县,130127,district,114.61,37.605
鄂托克前旗,150623,district,107.481,38.183
无极县,130130,district,114.977,38.176
乌审旗,150626,district,108.842,38.596
赞皇县,130129,district,114.387,37.66
惠农区,640205,district,106.775,39.23
营山县,511322,district,106.564,31.075
杭锦旗,150625,district,108.736,39.831
元氏县,130132,district,114.526,37.762
南部县,511321,district,106.061,31.349
平山县,130131,district,114.184,38.259
仪陇县,511324,district,106.297,31.271
伊金霍洛旗,150627,district,109.787,39.604
蓬安县,511323,district,106.413,31.027
赵县,130133,district,114.775,37.754
西充县,511325,district,105.893,30.994
井陉县,130121,district,114.144,38.033
正定县,130123,district,114.569,38.147
灵寿县,130126,district,114.379,38.306
准格尔旗,150622,district,111.238,39.865
行唐县,130125,district,114.552,38.437
椒江区,331002,district,121.431,28.676
达拉特旗,150621,district,110.04,40.404
路桥区,331004,district,121.372,28.581
黄岩区,331003,district,121.262,28.644
平罗县,640221,district,106.544,38.906
江城区,441702,district,111.968,21.859
曾都区,421303,district,113.374,31.717
桑珠孜区,540202,district,88.886,29.267
南溪区,511503,district,104.981,28.839
萨迦县,540224,district,88.023,28.901
阳东区,441704,district,112.011,21.864
定日县,540223,district,87.123,28.656
咸安区,421202,district,114.333,29.824
昂仁县,540226,district,87.235,29.294
拉孜县,540225,district,87.637,29.085
白朗县,540228,district,89.263,29.106
谢通门县,540227,district,88.26,29.431
康马县,540230,district,89.683,28.554
临河区,150802,district,107.417,40.757
仁布县,540229,district,89.843,29.23
原州区,640402,district,106.284,36.005
辛集市,130181,district,115.217,37.929
翠屏区,511502,district,104.63,28.76
江孜县,540222,district,89.605,28.908
南木林县,540221,district,89.099,29.68
宜宾县,511521,district,104.541,28.695
长宁县,511524,district,104.921,28.577
江安县,511523,district,105.068,28.728
珙县,511526,district,104.712,28.449
阳西县,441721,district,111.617,21.753
高县,511525,district,104.519,28.435
通城县,421222,district,113.814,29.246
嘉鱼县,421221,district,113.921,29.973
昌黎县,130322,district,119.164,39.709
青龙满族自治县,130321,district,118.954,40.406
达孜区,540104,district,91.35,29.67
卢龙县,130324,district,118.881,39.891
龙泉市,331181,district,119.132,28.069
堆龙德庆区,540103,district,91.003,29.646
磴口县,150822,district,107.006,40.33
五原县,150821,district,108.27,41.097
西吉县,640422,district,105.731,35.965
刚察县,632224,district,100.138,37.326
海晏县,632223,district,100.9,36.959
墨竹工卡县,540127,district,91.731,29.834
兴文县,511528,district,105.236,28.302
筠连县,511527,district,104.507,28.162
通山县,421224,district,114.493,29.604
屏山县,511529,district,104.162,28.642
崇阳县,421223,district,114.049,29.541
当雄县,540122,district,91.103,30.474
林周县,540121,district,91.261,29.895
祁连县,632222,district,100.249,38.175
曲水县,540124,district,90.738,29.349
乌拉特中旗,150824,district,108.515,41.572
门源回族自治县,632221,district,101.618,37.376
尼木县,540123,district,90.165,29.431
乌拉特前旗,150823,district,108.656,40.725
杭锦后旗,150826,district,107.147,40.888
乌拉特后旗,150825,district,107.074,41.084
泾源县,640424,district,106.338,35.493
双辽市,220382,district,123.505,43.518
加格达奇区,232701,district,124.139,50.408
隆德县,640423,district,106.123,35.618
公主岭市,220381,district,124.817,43.509
连州市,441882,district,112.379,24.783
彭阳县,640425,district,106.641,35.849
